Geographical Description,Geographical Level,ONS Code,Measure Group Description,Disaggregation Level,Measure Value,IMD - Average rank ,Annual Pay Mean,Population,Year
Croydon,Council,E09000008,Proportion of carers who receive self-directed support,65 and over,100.0,18371.23,37245,54048.0,2021
Croydon,Council,E09000008,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Total,84.1,18371.23,37245,293254.0,2021
Croydon,Council,E09000008,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Female,86.1,18371.23,37245,153241.0,2021
Croydon,Council,E09000008,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Male,80.5,18371.23,37245,140013.0,2021
Croydon,Council,E09000008,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,65 and over,84.07,18371.23,37245,54048.0,2021
Croydon,Council,E09000008,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Total,7.1,18371.23,37245,293254.0,2021
Croydon,Council,E09000008,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Female,9.1,18371.23,37245,153241.0,2021
Croydon,Council,E09000008,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Male,5.1,18371.23,37245,140013.0,2021
Croydon,Council,E09000008,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,65 and over,7.05,18371.23,37245,54048.0,2021
Croydon,Council,E09000008,Proportion of people using social care who receive direct payments,Total,17.0,18371.23,37245,293254.0,2021
Croydon,Council,E09000008,Proportion of people using social care who receive direct payments,18-64,29.0,18371.23,37245,239206.0,2021
Croydon,Council,E09000008,Proportion of people using social care who receive direct payments,65 and over,6.9,18371.23,37245,54048.0,2021
Croydon,Council,E09000008,Proportion of people using social care who receive self-directed support,Total,100.0,18371.23,37245,293254.0,2021
Croydon,Council,E09000008,Proportion of people using social care who receive self-directed support,18-64,100.0,18371.23,37245,239206.0,2021
Croydon,Council,E09000008,Proportion of people using social care who receive self-directed support,65 and over,100.0,18371.23,37245,54048.0,2021
Croydon,Council,E09000008,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,Total,100.0,18371.23,37245,293254.0,2021
Croydon,Council,E09000008,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,18-64,100.0,18371.23,37245,239206.0,2021
Croydon,Council,E09000008,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,65 and over,100.0,18371.23,37245,54048.0,2021
Cumbria,Council,E10000006,"Long-term support needs of older adults aged 65 and over met by admission to residential and nursing care homes, per 100,000 population",Total,619.0,16650.35,29395,407408.0,2021
Cumbria,Council,E10000006,"Long-term support needs of younger adults aged 18-64 met by admission to residential and nursing care homes, per 100,000 population",Total,13.0,16650.35,29395,407408.0,2021
Cumbria,Council,E10000006,Proportion of adults in contact with secondary mental health services in paid employment,Total,11.0,16650.35,29395,407408.0,2021
Cumbria,Council,E10000006,Proportion of adults in contact with secondary mental health services in paid employment,Female,12.0,16650.35,29395,208800.0,2021
Cumbria,Council,E10000006,Proportion of adults in contact with secondary mental health services in paid employment,Male,9.0,16650.35,29395,198608.0,2021
Cumbria,Council,E10000006,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Total,59.0,16650.35,29395,407408.0,2021
Cumbria,Council,E10000006,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Female,58.0,16650.35,29395,208800.0,2021
Cumbria,Council,E10000006,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Male,59.0,16650.35,29395,198608.0,2021
Cumbria,Council,E10000006,Proportion of adults with learning disabilities in paid employment,Total,2.7,16650.35,29395,407408.0,2021
Cumbria,Council,E10000006,Proportion of adults with learning disabilities in paid employment,Female,1.7,16650.35,29395,208800.0,2021
Cumbria,Council,E10000006,Proportion of adults with learning disabilities in paid employment,Male,3.4,16650.35,29395,198608.0,2021
Cumbria,Council,E10000006,Proportion of adults with learning disabilities who live in their own home or with their family,Total,73.5,16650.35,29395,407408.0,2021
Cumbria,Council,E10000006,Proportion of adults with learning disabilities who live in their own home or with their family,Female,72.2,16650.35,29395,208800.0,2021
Cumbria,Council,E10000006,Proportion of adults with learning disabilities who live in their own home or with their family,Male,74.4,16650.35,29395,198608.0,2021
Cumbria,Council,E10000006,Proportion of carers who receive direct payments,Total,27.2,16650.35,29395,407408.0,2021
Cumbria,Council,E10000006,Proportion of carers who receive direct payments,18-64,46.7,16650.35,29395,283986.0,2021
Cumbria,Council,E10000006,Proportion of carers who receive direct payments,65 and over,16.98,16650.35,29395,123422.0,2021
Cumbria,Council,E10000006,Proportion of carers who receive self-directed support,Total,98.7,16650.35,29395,407408.0,2021
Cumbria,Council,E10000006,Proportion of carers who receive self-directed support,18-64,99.7,16650.35,29395,283986.0,2021
Cumbria,Council,E10000006,Proportion of carers who receive self-directed support,65 and over,98.22,16650.35,29395,123422.0,2021
Cumbria,Council,E10000006,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Total,83.6,16650.35,29395,407408.0,2021
Cumbria,Council,E10000006,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Female,83.3,16650.35,29395,208800.0,2021
Cumbria,Council,E10000006,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Male,84.0,16650.35,29395,198608.0,2021
Cumbria,Council,E10000006,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,65 and over,83.59,16650.35,29395,123422.0,2021
Cumbria,Council,E10000006,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Total,0.9,16650.35,29395,407408.0,2021
Cumbria,Council,E10000006,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Female,1.1,16650.35,29395,208800.0,2021
Cumbria,Council,E10000006,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Male,0.7,16650.35,29395,198608.0,2021
Cumbria,Council,E10000006,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,65 and over,0.86,16650.35,29395,123422.0,2021
Cumbria,Council,E10000006,Proportion of people using social care who receive direct payments,Total,23.1,16650.35,29395,407408.0,2021
Cumbria,Council,E10000006,Proportion of people using social care who receive direct payments,18-64,32.4,16650.35,29395,283986.0,2021
Cumbria,Council,E10000006,Proportion of people using social care who receive direct payments,65 and over,13.6,16650.35,29395,123422.0,2021
Cumbria,Council,E10000006,Proportion of people using social care who receive self-directed support,Total,98.0,16650.35,29395,407408.0,2021
Cumbria,Council,E10000006,Proportion of people using social care who receive self-directed support,18-64,99.3,16650.35,29395,283986.0,2021
Cumbria,Council,E10000006,Proportion of people using social care who receive self-directed support,65 and over,96.5,16650.35,29395,123422.0,2021
Cumbria,Council,E10000006,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,Total,73.6,16650.35,29395,407408.0,2021
Cumbria,Council,E10000006,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,18-64,73.0,16650.35,29395,283986.0,2021
Cumbria,Council,E10000006,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,65 and over,73.7,16650.35,29395,123422.0,2021
Darlington,Council,E06000005,"Long-term support needs of older adults aged 65 and over met by admission to residential and nursing care homes, per 100,000 population",Total,637.1,18284.63,27843,84769.0,2021
Darlington,Council,E06000005,"Long-term support needs of younger adults aged 18-64 met by admission to residential and nursing care homes, per 100,000 population",Total,6.4,18284.63,27843,84769.0,2021
Darlington,Council,E06000005,Proportion of adults in contact with secondary mental health services in paid employment,Total,10.0,18284.63,27843,84769.0,2021
Darlington,Council,E06000005,Proportion of adults in contact with secondary mental health services in paid employment,Female,13.0,18284.63,27843,44069.0,2021
Darlington,Council,E06000005,Proportion of adults in contact with secondary mental health services in paid employment,Male,7.0,18284.63,27843,40700.0,2021
Darlington,Council,E06000005,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Total,68.0,18284.63,27843,84769.0,2021
Darlington,Council,E06000005,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Female,68.0,18284.63,27843,44069.0,2021
Darlington,Council,E06000005,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Male,68.0,18284.63,27843,40700.0,2021
Darlington,Council,E06000005,Proportion of adults with learning disabilities in paid employment,Total,5.3,18284.63,27843,84769.0,2021
Darlington,Council,E06000005,Proportion of adults with learning disabilities in paid employment,Female,5.9,18284.63,27843,44069.0,2021
Darlington,Council,E06000005,Proportion of adults with learning disabilities in paid employment,Male,4.8,18284.63,27843,40700.0,2021
Darlington,Council,E06000005,Proportion of adults with learning disabilities who live in their own home or with their family,Total,95.8,18284.63,27843,84769.0,2021
Darlington,Council,E06000005,Proportion of adults with learning disabilities who live in their own home or with their family,Female,95.8,18284.63,27843,44069.0,2021
Darlington,Council,E06000005,Proportion of adults with learning disabilities who live in their own home or with their family,Male,95.8,18284.63,27843,40700.0,2021
Darlington,Council,E06000005,Proportion of carers who receive direct payments,Total,86.9,18284.63,27843,84769.0,2021
Darlington,Council,E06000005,Proportion of carers who receive direct payments,18-64,89.1,18284.63,27843,62638.0,2021
Darlington,Council,E06000005,Proportion of carers who receive direct payments,65 and over,84.62,18284.63,27843,22131.0,2021
Darlington,Council,E06000005,Proportion of carers who receive self-directed support,Total,100.0,18284.63,27843,84769.0,2021
Darlington,Council,E06000005,Proportion of carers who receive self-directed support,18-64,100.0,18284.63,27843,62638.0,2021
Darlington,Council,E06000005,Proportion of carers who receive self-directed support,65 and over,100.0,18284.63,27843,22131.0,2021
Darlington,Council,E06000005,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Total,88.9,18284.63,27843,84769.0,2021
Darlington,Council,E06000005,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Female,93.1,18284.63,27843,44069.0,2021
Darlington,Council,E06000005,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Male,82.2,18284.63,27843,40700.0,2021
Darlington,Council,E06000005,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,65 and over,88.89,18284.63,27843,22131.0,2021
Darlington,Council,E06000005,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Total,4.4,18284.63,27843,84769.0,2021
Darlington,Council,E06000005,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Female,5.1,18284.63,27843,44069.0,2021
Darlington,Council,E06000005,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Male,3.6,18284.63,27843,40700.0,2021
Darlington,Council,E06000005,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,65 and over,4.37,18284.63,27843,22131.0,2021
Darlington,Council,E06000005,Proportion of people using social care who receive direct payments,Total,36.5,18284.63,27843,84769.0,2021
Darlington,Council,E06000005,Proportion of people using social care who receive direct payments,18-64,58.5,18284.63,27843,62638.0,2021
Darlington,Council,E06000005,Proportion of people using social care who receive direct payments,65 and over,13.1,18284.63,27843,22131.0,2021
Darlington,Council,E06000005,Proportion of people using social care who receive self-directed support,Total,98.6,18284.63,27843,84769.0,2021
Darlington,Council,E06000005,Proportion of people using social care who receive self-directed support,18-64,98.8,18284.63,27843,62638.0,2021
Darlington,Council,E06000005,Proportion of people using social care who receive self-directed support,65 and over,98.5,18284.63,27843,22131.0,2021
Darlington,Council,E06000005,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,Total,84.2,18284.63,27843,84769.0,2021
Darlington,Council,E06000005,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,18-64,88.9,18284.63,27843,62638.0,2021
Darlington,Council,E06000005,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,65 and over,83.7,18284.63,27843,22131.0,2021
Derby,Council,E06000015,"Long-term support needs of older adults aged 65 and over met by admission to residential and nursing care homes, per 100,000 population",Total,620.9,18953.77,29360,197123.0,2021
Derby,Council,E06000015,"Long-term support needs of younger adults aged 18-64 met by admission to residential and nursing care homes, per 100,000 population",Total,19.4,18953.77,29360,197123.0,2021
Derby,Council,E06000015,Proportion of adults in contact with secondary mental health services in paid employment,Total,2.0,18953.77,29360,197123.0,2021
Derby,Council,E06000015,Proportion of adults in contact with secondary mental health services in paid employment,Female,4.0,18953.77,29360,100005.0,2021
Derby,Council,E06000015,Proportion of adults in contact with secondary mental health services in paid employment,Male,1.0,18953.77,29360,97118.0,2021
Derby,Council,E06000015,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Total,69.0,18953.77,29360,197123.0,2021
Derby,Council,E06000015,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Female,72.0,18953.77,29360,100005.0,2021
Derby,Council,E06000015,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Male,67.0,18953.77,29360,97118.0,2021
Derby,Council,E06000015,Proportion of adults with learning disabilities in paid employment,Total,2.8,18953.77,29360,197123.0,2021
Derby,Council,E06000015,Proportion of adults with learning disabilities in paid employment,Female,1.7,18953.77,29360,100005.0,2021
Derby,Council,E06000015,Proportion of adults with learning disabilities in paid employment,Male,3.4,18953.77,29360,97118.0,2021
Derby,Council,E06000015,Proportion of adults with learning disabilities who live in their own home or with their family,Total,84.1,18953.77,29360,197123.0,2021
Derby,Council,E06000015,Proportion of adults with learning disabilities who live in their own home or with their family,Female,84.3,18953.77,29360,100005.0,2021
Derby,Council,E06000015,Proportion of adults with learning disabilities who live in their own home or with their family,Male,84.1,18953.77,29360,97118.0,2021
Derby,Council,E06000015,Proportion of carers who receive direct payments,Total,100.0,18953.77,29360,197123.0,2021
Derby,Council,E06000015,Proportion of carers who receive direct payments,18-64,100.0,18953.77,29360,154762.0,2021
Derby,Council,E06000015,Proportion of carers who receive direct payments,65 and over,100.0,18953.77,29360,42361.0,2021
Derby,Council,E06000015,Proportion of carers who receive self-directed support,Total,100.0,18953.77,29360,197123.0,2021
Derby,Council,E06000015,Proportion of carers who receive self-directed support,18-64,100.0,18953.77,29360,154762.0,2021
Derby,Council,E06000015,Proportion of carers who receive self-directed support,65 and over,100.0,18953.77,29360,42361.0,2021
Derby,Council,E06000015,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Total,77.4,18953.77,29360,197123.0,2021
Derby,Council,E06000015,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Female,78.3,18953.77,29360,100005.0,2021
Derby,Council,E06000015,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Male,76.2,18953.77,29360,97118.0,2021
Derby,Council,E06000015,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,65 and over,77.42,18953.77,29360,42361.0,2021
Derby,Council,E06000015,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Total,3.9,18953.77,29360,197123.0,2021
Derby,Council,E06000015,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Female,4.5,18953.77,29360,100005.0,2021
Derby,Council,E06000015,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Male,3.4,18953.77,29360,97118.0,2021
Derby,Council,E06000015,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,65 and over,3.93,18953.77,29360,42361.0,2021
Derby,Council,E06000015,Proportion of people using social care who receive direct payments,Total,39.5,18953.77,29360,197123.0,2021
Derby,Council,E06000015,Proportion of people using social care who receive direct payments,18-64,62.9,18953.77,29360,154762.0,2021
Derby,Council,E06000015,Proportion of people using social care who receive direct payments,65 and over,16.6,18953.77,29360,42361.0,2021
Derby,Council,E06000015,Proportion of people using social care who receive self-directed support,Total,100.0,18953.77,29360,197123.0,2021
Derby,Council,E06000015,Proportion of people using social care who receive self-directed support,18-64,100.0,18953.77,29360,154762.0,2021
Derby,Council,E06000015,Proportion of people using social care who receive self-directed support,65 and over,100.0,18953.77,29360,42361.0,2021
Derby,Council,E06000015,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,Total,60.9,18953.77,29360,197123.0,2021
Derby,Council,E06000015,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,18-64,72.0,18953.77,29360,154762.0,2021
Derby,Council,E06000015,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,65 and over,59.9,18953.77,29360,42361.0,2021
Derbyshire,Council,E10000007,"Long-term support needs of older adults aged 65 and over met by admission to residential and nursing care homes, per 100,000 population",Total,134.5,14795.12,29233,652426.0,2021
Derbyshire,Council,E10000007,"Long-term support needs of younger adults aged 18-64 met by admission to residential and nursing care homes, per 100,000 population",Total,5.9,14795.12,29233,652426.0,2021
Derbyshire,Council,E10000007,Proportion of adults in contact with secondary mental health services in paid employment,Total,3.0,14795.12,29233,652426.0,2021
Derbyshire,Council,E10000007,Proportion of adults in contact with secondary mental health services in paid employment,Female,3.0,14795.12,29233,335156.0,2021
Derbyshire,Council,E10000007,Proportion of adults in contact with secondary mental health services in paid employment,Male,3.0,14795.12,29233,317270.0,2021
Derbyshire,Council,E10000007,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Total,81.0,14795.12,29233,652426.0,2021
Derbyshire,Council,E10000007,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Female,83.0,14795.12,29233,335156.0,2021
Derbyshire,Council,E10000007,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Male,78.0,14795.12,29233,317270.0,2021
Derbyshire,Council,E10000007,Proportion of adults with learning disabilities in paid employment,Total,1.2,14795.12,29233,652426.0,2021
Derbyshire,Council,E10000007,Proportion of adults with learning disabilities in paid employment,Female,0.8,14795.12,29233,335156.0,2021
Derbyshire,Council,E10000007,Proportion of adults with learning disabilities in paid employment,Male,1.4,14795.12,29233,317270.0,2021
Derbyshire,Council,E10000007,Proportion of adults with learning disabilities who live in their own home or with their family,Total,85.6,14795.12,29233,652426.0,2021
Derbyshire,Council,E10000007,Proportion of adults with learning disabilities who live in their own home or with their family,Female,86.1,14795.12,29233,335156.0,2021
Derbyshire,Council,E10000007,Proportion of adults with learning disabilities who live in their own home or with their family,Male,85.4,14795.12,29233,317270.0,2021
Derbyshire,Council,E10000007,Proportion of carers who receive direct payments,Total,100.0,14795.12,29233,652426.0,2021
Derbyshire,Council,E10000007,Proportion of carers who receive direct payments,18-64,100.0,14795.12,29233,475457.0,2021
Derbyshire,Council,E10000007,Proportion of carers who receive direct payments,65 and over,100.0,14795.12,29233,176969.0,2021
Derbyshire,Council,E10000007,Proportion of carers who receive self-directed support,Total,100.0,14795.12,29233,652426.0,2021
Derbyshire,Council,E10000007,Proportion of carers who receive self-directed support,18-64,100.0,14795.12,29233,475457.0,2021
Derbyshire,Council,E10000007,Proportion of carers who receive self-directed support,65 and over,100.0,14795.12,29233,176969.0,2021
Derbyshire,Council,E10000007,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Total,73.4,14795.12,29233,652426.0,2021
Derbyshire,Council,E10000007,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Female,74.3,14795.12,29233,335156.0,2021
Derbyshire,Council,E10000007,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Male,72.1,14795.12,29233,317270.0,2021
Derbyshire,Council,E10000007,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,65 and over,73.41,14795.12,29233,176969.0,2021
Derbyshire,Council,E10000007,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Total,1.8,14795.12,29233,652426.0,2021
Derbyshire,Council,E10000007,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Female,2.1,14795.12,29233,335156.0,2021
Derbyshire,Council,E10000007,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Male,1.4,14795.12,29233,317270.0,2021
Derbyshire,Council,E10000007,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,65 and over,1.76,14795.12,29233,176969.0,2021
Derbyshire,Council,E10000007,Proportion of people using social care who receive direct payments,Total,25.7,14795.12,29233,652426.0,2021
Derbyshire,Council,E10000007,Proportion of people using social care who receive direct payments,18-64,42.8,14795.12,29233,475457.0,2021
Derbyshire,Council,E10000007,Proportion of people using social care who receive direct payments,65 and over,13.4,14795.12,29233,176969.0,2021
Derbyshire,Council,E10000007,Proportion of people using social care who receive self-directed support,Total,97.9,14795.12,29233,652426.0,2021
Derbyshire,Council,E10000007,Proportion of people using social care who receive self-directed support,18-64,96.6,14795.12,29233,475457.0,2021
Derbyshire,Council,E10000007,Proportion of people using social care who receive self-directed support,65 and over,98.9,14795.12,29233,176969.0,2021
Derbyshire,Council,E10000007,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,Total,97.5,14795.12,29233,652426.0,2021
Derbyshire,Council,E10000007,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,18-64,99.3,14795.12,29233,475457.0,2021
Derbyshire,Council,E10000007,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,65 and over,97.0,14795.12,29233,176969.0,2021
Devon,Council,E10000008,"Long-term support needs of older adults aged 65 and over met by admission to residential and nursing care homes, per 100,000 population",Total,500.9,14246.53,25723,662640.0,2021
Devon,Council,E10000008,"Long-term support needs of younger adults aged 18-64 met by admission to residential and nursing care homes, per 100,000 population",Total,14.1,14246.53,25723,662640.0,2021
Devon,Council,E10000008,Proportion of adults in contact with secondary mental health services in paid employment,Total,8.0,14246.53,25723,662640.0,2021
Devon,Council,E10000008,Proportion of adults in contact with secondary mental health services in paid employment,Female,11.0,14246.53,25723,342970.0,2021
Devon,Council,E10000008,Proportion of adults in contact with secondary mental health services in paid employment,Male,5.0,14246.53,25723,319670.0,2021
Devon,Council,E10000008,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Total,64.0,14246.53,25723,662640.0,2021
Devon,Council,E10000008,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Female,70.0,14246.53,25723,342970.0,2021
Devon,Council,E10000008,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Male,60.0,14246.53,25723,319670.0,2021
Devon,Council,E10000008,Proportion of adults with learning disabilities in paid employment,Total,7.2,14246.53,25723,662640.0,2021
Devon,Council,E10000008,Proportion of adults with learning disabilities in paid employment,Female,6.4,14246.53,25723,342970.0,2021
Devon,Council,E10000008,Proportion of adults with learning disabilities in paid employment,Male,7.7,14246.53,25723,319670.0,2021
Devon,Council,E10000008,Proportion of adults with learning disabilities who live in their own home or with their family,Total,83.1,14246.53,25723,662640.0,2021
Devon,Council,E10000008,Proportion of adults with learning disabilities who live in their own home or with their family,Female,83.8,14246.53,25723,342970.0,2021
Devon,Council,E10000008,Proportion of adults with learning disabilities who live in their own home or with their family,Male,82.6,14246.53,25723,319670.0,2021
Devon,Council,E10000008,Proportion of carers who receive direct payments,Total,69.9,14246.53,25723,662640.0,2021
Devon,Council,E10000008,Proportion of carers who receive direct payments,18-64,77.9,14246.53,25723,454804.0,2021
Devon,Council,E10000008,Proportion of carers who receive direct payments,65 and over,60.45,14246.53,25723,207836.0,2021
Devon,Council,E10000008,Proportion of carers who receive self-directed support,Total,69.9,14246.53,25723,662640.0,2021
Devon,Council,E10000008,Proportion of carers who receive self-directed support,18-64,77.9,14246.53,25723,454804.0,2021
Devon,Council,E10000008,Proportion of carers who receive self-directed support,65 and over,60.45,14246.53,25723,207836.0,2021
Devon,Council,E10000008,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Total,67.0,14246.53,25723,662640.0,2021
Devon,Council,E10000008,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Female,71.1,14246.53,25723,342970.0,2021
Devon,Council,E10000008,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Male,61.1,14246.53,25723,319670.0,2021
Devon,Council,E10000008,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,65 and over,66.98,14246.53,25723,207836.0,2021
Devon,Council,E10000008,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Total,2.9,14246.53,25723,662640.0,2021
Devon,Council,E10000008,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Female,3.5,14246.53,25723,342970.0,2021
Devon,Council,E10000008,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Male,2.4,14246.53,25723,319670.0,2021
Devon,Council,E10000008,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,65 and over,2.95,14246.53,25723,207836.0,2021
Devon,Council,E10000008,Proportion of people using social care who receive direct payments,Total,28.7,14246.53,25723,662640.0,2021
Devon,Council,E10000008,Proportion of people using social care who receive direct payments,18-64,38.1,14246.53,25723,454804.0,2021
Devon,Council,E10000008,Proportion of people using social care who receive direct payments,65 and over,18.2,14246.53,25723,207836.0,2021
Devon,Council,E10000008,Proportion of people using social care who receive self-directed support,Total,99.3,14246.53,25723,662640.0,2021
Devon,Council,E10000008,Proportion of people using social care who receive self-directed support,18-64,99.4,14246.53,25723,454804.0,2021
Devon,Council,E10000008,Proportion of people using social care who receive self-directed support,65 and over,99.1,14246.53,25723,207836.0,2021
Devon,Council,E10000008,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,Total,85.0,14246.53,25723,662640.0,2021
Devon,Council,E10000008,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,18-64,87.1,14246.53,25723,454804.0,2021
Devon,Council,E10000008,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,65 and over,84.8,14246.53,25723,207836.0,2021
Doncaster,Council,E08000017,"Long-term support needs of older adults aged 65 and over met by admission to residential and nursing care homes, per 100,000 population",Total,638.2,21613.33,27661,245423.0,2021
Doncaster,Council,E08000017,"Long-term support needs of younger adults aged 18-64 met by admission to residential and nursing care homes, per 100,000 population",Total,14.6,21613.33,27661,245423.0,2021
Doncaster,Council,E08000017,Proportion of adults in contact with secondary mental health services in paid employment,Total,4.0,21613.33,27661,245423.0,2021
Doncaster,Council,E08000017,Proportion of adults in contact with secondary mental health services in paid employment,Female,5.0,21613.33,27661,124393.0,2021
Doncaster,Council,E08000017,Proportion of adults in contact with secondary mental health services in paid employment,Male,3.0,21613.33,27661,121030.0,2021
Doncaster,Council,E08000017,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Total,43.0,21613.33,27661,245423.0,2021
Doncaster,Council,E08000017,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Female,50.0,21613.33,27661,124393.0,2021
