Geographical Description,Geographical Level,ONS Code,Measure Group Description,Disaggregation Level,Measure Value,IMD - Average rank ,Annual Pay Mean,Population,Year
Doncaster,Council,E08000017,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,65 and over,2.68,21613.33,28564,60324.0,2020
Doncaster,Council,E08000017,Proportion of people using social care who receive direct payments,Total,37.5,21613.33,28564,245423.0,2020
Doncaster,Council,E08000017,Proportion of people using social care who receive direct payments,18-64,53.6,21613.33,28564,185099.0,2020
Doncaster,Council,E08000017,Proportion of people using social care who receive direct payments,65 and over,24.5,21613.33,28564,60324.0,2020
Doncaster,Council,E08000017,Proportion of people using social care who receive direct payments,Total,95.9,21613.33,28564,245423.0,2020
Doncaster,Council,E08000017,Proportion of people using social care who receive direct payments,18-64,99.7,21613.33,28564,185099.0,2020
Doncaster,Council,E08000017,Proportion of people using social care who receive direct payments,65 and over,88.28,21613.33,28564,60324.0,2020
Doncaster,Council,E08000017,Proportion of people using social care who receive self-directed support,Total,75.1,21613.33,28564,245423.0,2020
Doncaster,Council,E08000017,Proportion of people using social care who receive self-directed support,18-64,81.4,21613.33,28564,185099.0,2020
Doncaster,Council,E08000017,Proportion of people using social care who receive self-directed support,65 and over,69.9,21613.33,28564,60324.0,2020
Doncaster,Council,E08000017,Proportion of people using social care who receive self-directed support,Total,99.1,21613.33,28564,245423.0,2020
Doncaster,Council,E08000017,Proportion of people using social care who receive self-directed support,18-64,99.7,21613.33,28564,185099.0,2020
Doncaster,Council,E08000017,Proportion of people using social care who receive self-directed support,65 and over,97.93,21613.33,28564,60324.0,2020
Doncaster,Council,E08000017,Proportion of people who use services and carers who find it easy to find information about services,Total,74.7,21613.33,28564,245423.0,2020
Doncaster,Council,E08000017,Proportion of people who use services and carers who find it easy to find information about services,18-64,68.3,21613.33,28564,185099.0,2020
Doncaster,Council,E08000017,Proportion of people who use services and carers who find it easy to find information about services,65 and over,79.4,21613.33,28564,60324.0,2020
Doncaster,Council,E08000017,Proportion of people who use services and carers who find it easy to find information about services,Female,78.2,21613.33,28564,124393.0,2020
Doncaster,Council,E08000017,Proportion of people who use services and carers who find it easy to find information about services,Male,67.9,21613.33,28564,121030.0,2020
Doncaster,Council,E08000017,Proportion of people who use services who feel safe,Total,78.8,21613.33,28564,245423.0,2020
Doncaster,Council,E08000017,Proportion of people who use services who feel safe,18-64,80.0,21613.33,28564,185099.0,2020
Doncaster,Council,E08000017,Proportion of people who use services who feel safe,65 and over,77.9,21613.33,28564,60324.0,2020
Doncaster,Council,E08000017,Proportion of people who use services who feel safe,Female,78.2,21613.33,28564,124393.0,2020
Doncaster,Council,E08000017,Proportion of people who use services who feel safe,Male,79.9,21613.33,28564,121030.0,2020
Doncaster,Council,E08000017,Proportion of people who use services who have control over their daily life,Total,74.9,21613.33,28564,245423.0,2020
Doncaster,Council,E08000017,Proportion of people who use services who have control over their daily life,18-64,91.4,21613.33,28564,185099.0,2020
Doncaster,Council,E08000017,Proportion of people who use services who have control over their daily life,65 and over,63.0,21613.33,28564,60324.0,2020
Doncaster,Council,E08000017,Proportion of people who use services who have control over their daily life,Female,70.1,21613.33,28564,124393.0,2020
Doncaster,Council,E08000017,Proportion of people who use services who have control over their daily life,Male,84.0,21613.33,28564,121030.0,2020
Doncaster,Council,E08000017,Proportion of people who use services who reported that they had as much social contact as they would like,Total,43.4,21613.33,28564,245423.0,2020
Doncaster,Council,E08000017,Proportion of people who use services who reported that they had as much social contact as they would like,18-64,50.7,21613.33,28564,185099.0,2020
Doncaster,Council,E08000017,Proportion of people who use services who reported that they had as much social contact as they would like,65 and over,38.1,21613.33,28564,60324.0,2020
Doncaster,Council,E08000017,Proportion of people who use services who reported that they had as much social contact as they would like,Female,44.7,21613.33,28564,124393.0,2020
Doncaster,Council,E08000017,Proportion of people who use services who reported that they had as much social contact as they would like,Male,41.0,21613.33,28564,121030.0,2020
Doncaster,Council,E08000017,Proportion of people who use services who say that those services have made them feel safe and secure,Total,89.4,21613.33,28564,245423.0,2020
Doncaster,Council,E08000017,Proportion of people who use services who say that those services have made them feel safe and secure,18-64,87.6,21613.33,28564,185099.0,2020
Doncaster,Council,E08000017,Proportion of people who use services who say that those services have made them feel safe and secure,65 and over,90.8,21613.33,28564,60324.0,2020
Doncaster,Council,E08000017,Proportion of people who use services who say that those services have made them feel safe and secure,Female,88.7,21613.33,28564,124393.0,2020
Doncaster,Council,E08000017,Proportion of people who use services who say that those services have made them feel safe and secure,Male,90.9,21613.33,28564,121030.0,2020
Doncaster,Council,E08000017,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,Total,84.7,21613.33,28564,245423.0,2020
Doncaster,Council,E08000017,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,18-64,92.0,21613.33,28564,185099.0,2020
Doncaster,Council,E08000017,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,65 and over,83.4,21613.33,28564,60324.0,2020
Doncaster,Council,E08000017,Social care-related quality of life,Total,19.6,21613.33,28564,245423.0,2020
Doncaster,Council,E08000017,Social care-related quality of life,18-64,20.7,21613.33,28564,185099.0,2020
Doncaster,Council,E08000017,Social care-related quality of life,65 and over,18.8,21613.33,28564,60324.0,2020
Doncaster,Council,E08000017,Social care-related quality of life,Female,19.5,21613.33,28564,124393.0,2020
Doncaster,Council,E08000017,Social care-related quality of life,Male,19.8,21613.33,28564,121030.0,2020
Dorset,Council,E06000059,Adjusted Social care-related quality of life – impact of Adult Social Care services,Total,0.418,13227.24,28450,312093.0,2020
Dorset,Council,E06000059,"Delayed transfers of care from hospital per 100,000 population",Total,14.2,13227.24,28450,312093.0,2020
Dorset,Council,E06000059,"Delayed transfers of care from hospital which are attributable to adult social care per 100,000 population",Total,2.5,13227.24,28450,312093.0,2020
Dorset,Council,E06000059,"Delayed transfers of care from hospital which are jointly attributable to the NHS and adult social care per 100,000 population",Total,1.1,13227.24,28450,312093.0,2020
Dorset,Council,E06000059,"Long-term support needs of older adults aged 65 and over met by admission to residential and nursing care homes, per 100,000 population",Total,490.7,13227.24,28450,312093.0,2020
Dorset,Council,E06000059,"Long-term support needs of younger adults aged 18-64 met by admission to residential and nursing care homes, per 100,000 population",Total,9.5,13227.24,28450,312093.0,2020
Dorset,Council,E06000059,Overall satisfaction of people who use services with their care and support,Total,64.9,13227.24,28450,312093.0,2020
Dorset,Council,E06000059,Overall satisfaction of people who use services with their care and support,18-64,65.9,13227.24,28450,200328.0,2020
Dorset,Council,E06000059,Overall satisfaction of people who use services with their care and support,65 and over,64.4,13227.24,28450,111765.0,2020
Dorset,Council,E06000059,Overall satisfaction of people who use services with their care and support,Female,67.0,13227.24,28450,161082.0,2020
Dorset,Council,E06000059,Overall satisfaction of people who use services with their care and support,Male,61.7,13227.24,28450,151011.0,2020
Dorset,Council,E06000059,Proportion of adults in contact with secondary mental health services in paid employment,Total,10.0,13227.24,28450,312093.0,2020
Dorset,Council,E06000059,Proportion of adults in contact with secondary mental health services in paid employment,Female,10.0,13227.24,28450,161082.0,2020
Dorset,Council,E06000059,Proportion of adults in contact with secondary mental health services in paid employment,Male,9.0,13227.24,28450,151011.0,2020
Dorset,Council,E06000059,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Total,45.0,13227.24,28450,312093.0,2020
Dorset,Council,E06000059,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Female,44.0,13227.24,28450,161082.0,2020
Dorset,Council,E06000059,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Male,47.0,13227.24,28450,151011.0,2020
Dorset,Council,E06000059,Proportion of adults with learning disabilities in paid employment,Total,4.1,13227.24,28450,312093.0,2020
Dorset,Council,E06000059,Proportion of adults with learning disabilities in paid employment,Female,2.6,13227.24,28450,161082.0,2020
Dorset,Council,E06000059,Proportion of adults with learning disabilities in paid employment,Male,5.1,13227.24,28450,151011.0,2020
Dorset,Council,E06000059,Proportion of adults with learning disabilities who live in their own home or with their family,Total,87.3,13227.24,28450,312093.0,2020
Dorset,Council,E06000059,Proportion of adults with learning disabilities who live in their own home or with their family,Female,87.1,13227.24,28450,161082.0,2020
Dorset,Council,E06000059,Proportion of adults with learning disabilities who live in their own home or with their family,Male,87.8,13227.24,28450,151011.0,2020
Dorset,Council,E06000059,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Total,81.2,13227.24,28450,312093.0,2020
Dorset,Council,E06000059,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Female,83.7,13227.24,28450,161082.0,2020
Dorset,Council,E06000059,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Male,77.2,13227.24,28450,151011.0,2020
Dorset,Council,E06000059,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,65 and over,81.21,13227.24,28450,111765.0,2020
Dorset,Council,E06000059,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Total,1.8,13227.24,28450,312093.0,2020
Dorset,Council,E06000059,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Female,2.3,13227.24,28450,161082.0,2020
Dorset,Council,E06000059,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Male,1.4,13227.24,28450,151011.0,2020
Dorset,Council,E06000059,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,65 and over,1.8,13227.24,28450,111765.0,2020
Dorset,Council,E06000059,Proportion of people using social care who receive direct payments,Total,29.3,13227.24,28450,312093.0,2020
Dorset,Council,E06000059,Proportion of people using social care who receive direct payments,18-64,46.7,13227.24,28450,200328.0,2020
Dorset,Council,E06000059,Proportion of people using social care who receive direct payments,65 and over,13.8,13227.24,28450,111765.0,2020
Dorset,Council,E06000059,Proportion of people using social care who receive direct payments,Total,11.2,13227.24,28450,312093.0,2020
Dorset,Council,E06000059,Proportion of people using social care who receive direct payments,18-64,14.2,13227.24,28450,200328.0,2020
Dorset,Council,E06000059,Proportion of people using social care who receive direct payments,65 and over,10.31,13227.24,28450,111765.0,2020
Dorset,Council,E06000059,Proportion of people using social care who receive self-directed support,Total,100.0,13227.24,28450,312093.0,2020
Dorset,Council,E06000059,Proportion of people using social care who receive self-directed support,18-64,100.0,13227.24,28450,200328.0,2020
Dorset,Council,E06000059,Proportion of people using social care who receive self-directed support,65 and over,100.0,13227.24,28450,111765.0,2020
Dorset,Council,E06000059,Proportion of people using social care who receive self-directed support,Total,99.1,13227.24,28450,312093.0,2020
Dorset,Council,E06000059,Proportion of people using social care who receive self-directed support,18-64,96.6,13227.24,28450,200328.0,2020
Dorset,Council,E06000059,Proportion of people using social care who receive self-directed support,65 and over,99.81,13227.24,28450,111765.0,2020
Dorset,Council,E06000059,Proportion of people who use services and carers who find it easy to find information about services,Total,71.1,13227.24,28450,312093.0,2020
Dorset,Council,E06000059,Proportion of people who use services and carers who find it easy to find information about services,18-64,77.2,13227.24,28450,200328.0,2020
Dorset,Council,E06000059,Proportion of people who use services and carers who find it easy to find information about services,65 and over,67.8,13227.24,28450,111765.0,2020
Dorset,Council,E06000059,Proportion of people who use services and carers who find it easy to find information about services,Female,76.5,13227.24,28450,161082.0,2020
Dorset,Council,E06000059,Proportion of people who use services and carers who find it easy to find information about services,Male,64.2,13227.24,28450,151011.0,2020
Dorset,Council,E06000059,Proportion of people who use services who feel safe,Total,73.2,13227.24,28450,312093.0,2020
Dorset,Council,E06000059,Proportion of people who use services who feel safe,18-64,76.3,13227.24,28450,200328.0,2020
Dorset,Council,E06000059,Proportion of people who use services who feel safe,65 and over,71.5,13227.24,28450,111765.0,2020
Dorset,Council,E06000059,Proportion of people who use services who feel safe,Female,73.0,13227.24,28450,161082.0,2020
Dorset,Council,E06000059,Proportion of people who use services who feel safe,Male,73.6,13227.24,28450,151011.0,2020
Dorset,Council,E06000059,Proportion of people who use services who have control over their daily life,Total,80.9,13227.24,28450,312093.0,2020
Dorset,Council,E06000059,Proportion of people who use services who have control over their daily life,18-64,88.6,13227.24,28450,200328.0,2020
Dorset,Council,E06000059,Proportion of people who use services who have control over their daily life,65 and over,76.6,13227.24,28450,111765.0,2020
Dorset,Council,E06000059,Proportion of people who use services who have control over their daily life,Female,80.1,13227.24,28450,161082.0,2020
Dorset,Council,E06000059,Proportion of people who use services who have control over their daily life,Male,82.0,13227.24,28450,151011.0,2020
Dorset,Council,E06000059,Proportion of people who use services who reported that they had as much social contact as they would like,Total,48.8,13227.24,28450,312093.0,2020
Dorset,Council,E06000059,Proportion of people who use services who reported that they had as much social contact as they would like,18-64,49.4,13227.24,28450,200328.0,2020
Dorset,Council,E06000059,Proportion of people who use services who reported that they had as much social contact as they would like,65 and over,48.5,13227.24,28450,111765.0,2020
Dorset,Council,E06000059,Proportion of people who use services who reported that they had as much social contact as they would like,Female,50.1,13227.24,28450,161082.0,2020
Dorset,Council,E06000059,Proportion of people who use services who reported that they had as much social contact as they would like,Male,47.0,13227.24,28450,151011.0,2020
Dorset,Council,E06000059,Proportion of people who use services who say that those services have made them feel safe and secure,Total,81.6,13227.24,28450,312093.0,2020
Dorset,Council,E06000059,Proportion of people who use services who say that those services have made them feel safe and secure,18-64,82.4,13227.24,28450,200328.0,2020
Dorset,Council,E06000059,Proportion of people who use services who say that those services have made them feel safe and secure,65 and over,81.2,13227.24,28450,111765.0,2020
Dorset,Council,E06000059,Proportion of people who use services who say that those services have made them feel safe and secure,Female,80.5,13227.24,28450,161082.0,2020
Dorset,Council,E06000059,Proportion of people who use services who say that those services have made them feel safe and secure,Male,83.2,13227.24,28450,151011.0,2020
Dorset,Council,E06000059,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,Total,69.7,13227.24,28450,312093.0,2020
Dorset,Council,E06000059,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,18-64,78.8,13227.24,28450,200328.0,2020
Dorset,Council,E06000059,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,65 and over,69.2,13227.24,28450,111765.0,2020
Dorset,Council,E06000059,Social care-related quality of life,Total,19.4,13227.24,28450,312093.0,2020
Dorset,Council,E06000059,Social care-related quality of life,18-64,20.2,13227.24,28450,200328.0,2020
Dorset,Council,E06000059,Social care-related quality of life,65 and over,18.9,13227.24,28450,111765.0,2020
Dorset,Council,E06000059,Social care-related quality of life,Female,19.4,13227.24,28450,161082.0,2020
Dorset,Council,E06000059,Social care-related quality of life,Male,19.4,13227.24,28450,151011.0,2020
Dudley,Council,E08000027,Adjusted Social care-related quality of life – impact of Adult Social Care services,Total,0.426,18193.88,30165,252769.0,2020
Dudley,Council,E08000027,"Delayed transfers of care from hospital per 100,000 population",Total,8.0,18193.88,30165,252769.0,2020
Dudley,Council,E08000027,"Delayed transfers of care from hospital which are attributable to adult social care per 100,000 population",Total,3.0,18193.88,30165,252769.0,2020
Dudley,Council,E08000027,"Delayed transfers of care from hospital which are jointly attributable to the NHS and adult social care per 100,000 population",Total,1.2,18193.88,30165,252769.0,2020
Dudley,Council,E08000027,"Long-term support needs of older adults aged 65 and over met by admission to residential and nursing care homes, per 100,000 population",Total,614.3,18193.88,30165,252769.0,2020
Dudley,Council,E08000027,"Long-term support needs of younger adults aged 18-64 met by admission to residential and nursing care homes, per 100,000 population",Total,18.2,18193.88,30165,252769.0,2020
Dudley,Council,E08000027,Overall satisfaction of people who use services with their care and support,Total,64.5,18193.88,30165,252769.0,2020
Dudley,Council,E08000027,Overall satisfaction of people who use services with their care and support,18-64,69.2,18193.88,30165,187113.0,2020
Dudley,Council,E08000027,Overall satisfaction of people who use services with their care and support,65 and over,61.7,18193.88,30165,65656.0,2020
Dudley,Council,E08000027,Overall satisfaction of people who use services with their care and support,Female,61.0,18193.88,30165,130262.0,2020
Dudley,Council,E08000027,Overall satisfaction of people who use services with their care and support,Male,69.2,18193.88,30165,122507.0,2020
Dudley,Council,E08000027,Proportion of adults in contact with secondary mental health services in paid employment,Total,8.0,18193.88,30165,252769.0,2020
Dudley,Council,E08000027,Proportion of adults in contact with secondary mental health services in paid employment,Female,9.0,18193.88,30165,130262.0,2020
Dudley,Council,E08000027,Proportion of adults in contact with secondary mental health services in paid employment,Male,6.0,18193.88,30165,122507.0,2020
Dudley,Council,E08000027,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Total,36.0,18193.88,30165,252769.0,2020
Dudley,Council,E08000027,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Female,36.0,18193.88,30165,130262.0,2020
Dudley,Council,E08000027,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Male,37.0,18193.88,30165,122507.0,2020
Dudley,Council,E08000027,Proportion of adults with learning disabilities in paid employment,Total,3.9,18193.88,30165,252769.0,2020
Dudley,Council,E08000027,Proportion of adults with learning disabilities in paid employment,Female,4.8,18193.88,30165,130262.0,2020
Dudley,Council,E08000027,Proportion of adults with learning disabilities in paid employment,Male,3.3,18193.88,30165,122507.0,2020
Dudley,Council,E08000027,Proportion of adults with learning disabilities who live in their own home or with their family,Total,64.2,18193.88,30165,252769.0,2020
Dudley,Council,E08000027,Proportion of adults with learning disabilities who live in their own home or with their family,Female,63.5,18193.88,30165,130262.0,2020
Dudley,Council,E08000027,Proportion of adults with learning disabilities who live in their own home or with their family,Male,64.6,18193.88,30165,122507.0,2020
Dudley,Council,E08000027,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Total,89.0,18193.88,30165,252769.0,2020
Dudley,Council,E08000027,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Female,92.9,18193.88,30165,130262.0,2020
Dudley,Council,E08000027,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Male,82.1,18193.88,30165,122507.0,2020
Dudley,Council,E08000027,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,65 and over,89.03,18193.88,30165,65656.0,2020
Dudley,Council,E08000027,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Total,3.1,18193.88,30165,252769.0,2020
Dudley,Council,E08000027,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Female,3.8,18193.88,30165,130262.0,2020
Dudley,Council,E08000027,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Male,2.3,18193.88,30165,122507.0,2020
Dudley,Council,E08000027,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,65 and over,3.06,18193.88,30165,65656.0,2020
Dudley,Council,E08000027,Proportion of people using social care who receive direct payments,Total,28.3,18193.88,30165,252769.0,2020
Dudley,Council,E08000027,Proportion of people using social care who receive direct payments,18-64,52.6,18193.88,30165,187113.0,2020
Dudley,Council,E08000027,Proportion of people using social care who receive direct payments,65 and over,9.2,18193.88,30165,65656.0,2020
Dudley,Council,E08000027,Proportion of people using social care who receive direct payments,Total,100.0,18193.88,30165,252769.0,2020
Dudley,Council,E08000027,Proportion of people using social care who receive direct payments,18-64,100.0,18193.88,30165,187113.0,2020
Dudley,Council,E08000027,Proportion of people using social care who receive direct payments,65 and over,100.0,18193.88,30165,65656.0,2020
Dudley,Council,E08000027,Proportion of people using social care who receive self-directed support,Total,87.3,18193.88,30165,252769.0,2020
Dudley,Council,E08000027,Proportion of people using social care who receive self-directed support,18-64,78.8,18193.88,30165,187113.0,2020
Dudley,Council,E08000027,Proportion of people using social care who receive self-directed support,65 and over,94.0,18193.88,30165,65656.0,2020
Dudley,Council,E08000027,Proportion of people using social care who receive self-directed support,Total,100.0,18193.88,30165,252769.0,2020
Dudley,Council,E08000027,Proportion of people using social care who receive self-directed support,18-64,100.0,18193.88,30165,187113.0,2020
Dudley,Council,E08000027,Proportion of people using social care who receive self-directed support,65 and over,100.0,18193.88,30165,65656.0,2020
Dudley,Council,E08000027,Proportion of people who use services and carers who find it easy to find information about services,Total,68.7,18193.88,30165,252769.0,2020
Dudley,Council,E08000027,Proportion of people who use services and carers who find it easy to find information about services,18-64,67.3,18193.88,30165,187113.0,2020
Dudley,Council,E08000027,Proportion of people who use services and carers who find it easy to find information about services,65 and over,69.5,18193.88,30165,65656.0,2020
Dudley,Council,E08000027,Proportion of people who use services and carers who find it easy to find information about services,Female,66.2,18193.88,30165,130262.0,2020
Dudley,Council,E08000027,Proportion of people who use services and carers who find it easy to find information about services,Male,71.6,18193.88,30165,122507.0,2020
Dudley,Council,E08000027,Proportion of people who use services who feel safe,Total,68.9,18193.88,30165,252769.0,2020
Dudley,Council,E08000027,Proportion of people who use services who feel safe,18-64,69.2,18193.88,30165,187113.0,2020
Dudley,Council,E08000027,Proportion of people who use services who feel safe,65 and over,68.7,18193.88,30165,65656.0,2020
Dudley,Council,E08000027,Proportion of people who use services who feel safe,Female,66.7,18193.88,30165,130262.0,2020
Dudley,Council,E08000027,Proportion of people who use services who feel safe,Male,71.9,18193.88,30165,122507.0,2020
Dudley,Council,E08000027,Proportion of people who use services who have control over their daily life,Total,77.9,18193.88,30165,252769.0,2020
Dudley,Council,E08000027,Proportion of people who use services who have control over their daily life,18-64,83.5,18193.88,30165,187113.0,2020
Dudley,Council,E08000027,Proportion of people who use services who have control over their daily life,65 and over,74.6,18193.88,30165,65656.0,2020
Dudley,Council,E08000027,Proportion of people who use services who have control over their daily life,Female,75.5,18193.88,30165,130262.0,2020
Dudley,Council,E08000027,Proportion of people who use services who have control over their daily life,Male,81.1,18193.88,30165,122507.0,2020
Dudley,Council,E08000027,Proportion of people who use services who reported that they had as much social contact as they would like,Total,45.8,18193.88,30165,252769.0,2020
Dudley,Council,E08000027,Proportion of people who use services who reported that they had as much social contact as they would like,18-64,58.2,18193.88,30165,187113.0,2020
Dudley,Council,E08000027,Proportion of people who use services who reported that they had as much social contact as they would like,65 and over,38.4,18193.88,30165,65656.0,2020
Dudley,Council,E08000027,Proportion of people who use services who reported that they had as much social contact as they would like,Female,42.7,18193.88,30165,130262.0,2020
Dudley,Council,E08000027,Proportion of people who use services who reported that they had as much social contact as they would like,Male,50.2,18193.88,30165,122507.0,2020
Dudley,Council,E08000027,Proportion of people who use services who say that those services have made them feel safe and secure,Total,90.5,18193.88,30165,252769.0,2020
Dudley,Council,E08000027,Proportion of people who use services who say that those services have made them feel safe and secure,18-64,91.6,18193.88,30165,187113.0,2020
Dudley,Council,E08000027,Proportion of people who use services who say that those services have made them feel safe and secure,65 and over,89.9,18193.88,30165,65656.0,2020
Dudley,Council,E08000027,Proportion of people who use services who say that those services have made them feel safe and secure,Female,90.2,18193.88,30165,130262.0,2020
Dudley,Council,E08000027,Proportion of people who use services who say that those services have made them feel safe and secure,Male,91.0,18193.88,30165,122507.0,2020
Dudley,Council,E08000027,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,Total,69.0,18193.88,30165,252769.0,2020
Dudley,Council,E08000027,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,18-64,69.2,18193.88,30165,187113.0,2020
Dudley,Council,E08000027,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,65 and over,69.0,18193.88,30165,65656.0,2020
Dudley,Council,E08000027,Social care-related quality of life,Total,19.0,18193.88,30165,252769.0,2020
Dudley,Council,E08000027,Social care-related quality of life,18-64,20.0,18193.88,30165,187113.0,2020
Dudley,Council,E08000027,Social care-related quality of life,65 and over,18.5,18193.88,30165,65656.0,2020
Dudley,Council,E08000027,Social care-related quality of life,Female,18.6,18193.88,30165,130262.0,2020
Dudley,Council,E08000027,Social care-related quality of life,Male,19.6,18193.88,30165,122507.0,2020
Ealing,Council,E09000009,Adjusted Social care-related quality of life – impact of Adult Social Care services,Total,0.416,18991.69,43320,258135.0,2020
Ealing,Council,E09000009,"Delayed transfers of care from hospital per 100,000 population",Total,9.8,18991.69,43320,258135.0,2020
Ealing,Council,E09000009,"Delayed transfers of care from hospital which are attributable to adult social care per 100,000 population",Total,4.7,18991.69,43320,258135.0,2020
Ealing,Council,E09000009,"Delayed transfers of care from hospital which are jointly attributable to the NHS and adult social care per 100,000 population",Total,0.3,18991.69,43320,258135.0,2020
Ealing,Council,E09000009,"Long-term support needs of older adults aged 65 and over met by admission to residential and nursing care homes, per 100,000 population",Total,238.6,18991.69,43320,258135.0,2020
Ealing,Council,E09000009,"Long-term support needs of younger adults aged 18-64 met by admission to residential and nursing care homes, per 100,000 population",Total,6.1,18991.69,43320,258135.0,2020
Ealing,Council,E09000009,Overall satisfaction of people who use services with their care and support,Total,59.7,18991.69,43320,258135.0,2020
Ealing,Council,E09000009,Overall satisfaction of people who use services with their care and support,18-64,68.7,18991.69,43320,212474.0,2020
Ealing,Council,E09000009,Overall satisfaction of people who use services with their care and support,65 and over,54.5,18991.69,43320,45661.0,2020
Ealing,Council,E09000009,Overall satisfaction of people who use services with their care and support,Female,63.6,18991.69,43320,128656.0,2020
Ealing,Council,E09000009,Overall satisfaction of people who use services with their care and support,Male,55.3,18991.69,43320,129479.0,2020
Ealing,Council,E09000009,Proportion of adults in contact with secondary mental health services in paid employment,Total,8.0,18991.69,43320,258135.0,2020
Ealing,Council,E09000009,Proportion of adults in contact with secondary mental health services in paid employment,Female,11.0,18991.69,43320,128656.0,2020
Ealing,Council,E09000009,Proportion of adults in contact with secondary mental health services in paid employment,Male,7.0,18991.69,43320,129479.0,2020
Ealing,Council,E09000009,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Total,69.0,18991.69,43320,258135.0,2020
Ealing,Council,E09000009,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Female,72.0,18991.69,43320,128656.0,2020
Ealing,Council,E09000009,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Male,67.0,18991.69,43320,129479.0,2020
Ealing,Council,E09000009,Proportion of adults with learning disabilities in paid employment,Total,1.2,18991.69,43320,258135.0,2020
Ealing,Council,E09000009,Proportion of adults with learning disabilities in paid employment,Female,0.8,18991.69,43320,128656.0,2020
Ealing,Council,E09000009,Proportion of adults with learning disabilities in paid employment,Male,1.5,18991.69,43320,129479.0,2020
Ealing,Council,E09000009,Proportion of adults with learning disabilities who live in their own home or with their family,Total,76.8,18991.69,43320,258135.0,2020
Ealing,Council,E09000009,Proportion of adults with learning disabilities who live in their own home or with their family,Female,77.0,18991.69,43320,128656.0,2020
Ealing,Council,E09000009,Proportion of adults with learning disabilities who live in their own home or with their family,Male,76.8,18991.69,43320,129479.0,2020
Ealing,Council,E09000009,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Total,93.4,18991.69,43320,258135.0,2020
Ealing,Council,E09000009,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Female,93.9,18991.69,43320,128656.0,2020
Ealing,Council,E09000009,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Male,92.9,18991.69,43320,129479.0,2020
Ealing,Council,E09000009,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,65 and over,93.43,18991.69,43320,45661.0,2020
Ealing,Council,E09000009,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Total,2.2,18991.69,43320,258135.0,2020
